seq,ts,AD,position,posLength,velocity,width,filmVelocity,isRotationCW,angleOfRotation,aRoundTimeOfRotation,sampleAD
9006,1767858841726,38866,4436,13850,4.2,1451,26.325,0,-32.7,7.683,50580
9007,1767858841804,38838,4470,13850,4.2,1451,26.325,0,-32.7,7.683,50580
9008,1767858841917,38768,4530,13850,4.2,1451,26.276,0,-33.5,7.717,50580
9009,1767858842010,38662,4581,13850,4.2,1451,26.276,0,-33.5,7.717,50580
9010,1767858842118,38780,4630,13850,4.2,1451,26.276,0,-33.5,7.717,50580
9011,1767858842214,38711,4680,13850,4.2,1451,26.276,0,-33.5,7.717,50580
9012,1767858842309,38870,4730,13850,4.2,1451,26.276,0,-33.5,7.717,50580
9013,1767858842417,38978,4780,13850,4.2,1451,26.276,0,-33.5,7.717,50580
9014,1767858842512,39047,4830,13850,4.2,1451,26.276,0,-33.5,7.717,50580
9015,1767858842608,39116,4875,13850,4.2,1451,26.276,0,-33.5,7.717,50580
9016,1767858842717,38917,4930,13850,4.2,1451,26.276,0,-33.5,7.717,50580
9017,1767858842812,38727,4980,13850,4.2,1451,26.276,0,-33.5,7.717,50580
9018,1767858842922,38666,5030,13850,4.192,1451,26.288,0,-34.2,7.717,50580
9019,1767858843014,38853,5080,13850,4.192,1451,26.288,0,-34.2,7.717,50580
9020,1767858843111,39235,5125,13850,4.192,1451,26.288,0,-34.2,7.717,50580
9021,1767858843225,39420,5185,13850,4.192,1451,26.288,0,-34.2,7.717,50580
9022,1767858843317,39536,5230,13850,4.192,1451,26.288,0,-34.2,7.717,50580
9023,1767858843428,39585,5280,13850,4.192,1451,26.288,0,-34.2,7.717,50580
9024,1767858843506,39388,5320,13850,4.192,1451,26.288,0,-34.2,7.717,50580
9025,1767858843617,39249,5380,13850,4.192,1451,26.288,0,-34.2,7.717,50580
9026,1767858843712,38928,5429,13850,4.192,1451,26.288,0,-34.2,7.717,50580
9027,1767858843807,38846,5474,13850,4.192,1451,26.288,0,-34.2,7.717,50580
9028,1767858843916,38932,5529,13850,4.192,1451,26.288,0,-34.8,7.717,50580
9029,1767858844013,39162,5579,13850,4.192,1451,26.288,0,-34.8,7.717,50580
9030,1767858844122,39290,5634,13850,4.192,1451,26.288,0,-34.8,7.717,50580
9031,1767858844213,39286,5679,13850,4.192,1451,26.288,0,-34.8,7.717,50580
9032,1767858844309,39203,5724,13850,4.192,1451,26.288,0,-34.8,7.717,50580
9033,1767858844423,38983,5784,13850,4.192,1451,26.288,0,-34.8,7.717,50580
9034,1767858844516,38573,5824,13850,4.192,1451,26.288,0,-34.8,7.717,50580
9035,1767858844626,38166,5884,13850,4.192,1451,26.288,0,-34.8,7.717,50580
9036,1767858844723,38321,5934,13850,4.192,1451,26.288,0,-34.8,7.717,50580
9037,1767858844829,38799,5984,13850,4.192,1451,26.288,0,-34.8,7.717,50580
9038,1767858844925,39080,6033,13850,4.192,1451,26.288,0,-35.5,7.717,50580
9039,1767858845023,39241,6083,13850,4.192,1451,26.288,0,-35.5,7.717,50580
9040,1767858845113,39163,6128,13850,4.192,1451,26.288,0,-35.5,7.717,50580
9041,1767858845226,39078,6184,13850,4.192,1451,26.288,0,-35.5,7.717,50580
9042,1767858845307,39057,6224,13850,4.192,1451,26.288,0,-35.5,7.717,50580
9043,1767858845415,38772,6278,13850,4.192,1451,26.288,0,-35.5,7.717,50580
9044,1767858845510,38439,6328,13850,4.192,1451,26.288,0,-35.5,7.717,50580
9045,1767858845605,38447,6373,13850,4.192,1451,26.288,0,-35.5,7.717,50580
9046,1767858845715,38468,6428,13850,4.192,1451,26.288,0,-35.5,7.717,50580
9047,1767858845810,39012,6478,13850,4.192,1451,26.288,0,-35.5,7.717,50580
9048,1767858845923,39687,6533,13850,4.192,1451,26.288,0,-35.5,7.717,50580
9049,1767858846016,39816,6578,13850,4.192,1451,26.276,0,-36.2,7.717,50580
9050,1767858846111,39791,6623,13850,4.192,1451,26.276,0,-36.2,7.717,50580
9051,1767858846223,39487,6683,13850,4.192,1451,26.276,0,-36.2,7.717,50580
9052,1767858846315,38839,6728,13850,4.192,1451,26.276,0,-36.2,7.717,50580
9053,1767858846427,38380,6783,13850,4.192,1451,26.276,0,-36.2,7.717,50580
9054,1767858846520,38304,6833,13850,4.192,1451,26.276,0,-36.2,7.717,50580
9055,1767858846627,38575,6888,13850,4.192,1451,26.276,0,-36.2,7.717,50580
9056,1767858846723,38995,6933,13850,4.192,1451,26.276,0,-36.2,7.717,50580
9057,1767858846818,39266,6983,13850,4.192,1451,26.276,0,-36.2,7.717,50580
9058,1767858846926,39353,7027,13850,4.192,1451,26.276,0,-36.2,7.717,50580
9059,1767858847020,39256,7082,13850,4.192,1451,26.288,0,-37,7.717,50580
9060,1767858847129,39202,7138,13850,4.192,1451,26.288,0,-37,7.717,50580
9061,1767858847227,39164,7178,13850,4.192,1451,26.288,0,-37,7.717,50580
9062,1767858847306,39308,7222,13850,4.192,1451,26.288,0,-37,7.717,50580
9063,1767858847414,39368,7277,13850,4.192,1451,26.288,0,-37,7.717,50580
9064,1767858847510,39183,7327,13850,4.192,1451,26.288,0,-37,7.717,50580
9065,1767858847616,38977,7372,13850,4.192,1451,26.288,0,-37,7.717,50580
9066,1767858847708,38883,7422,13850,4.192,1451,26.288,0,-37,7.717,50580
9067,1767858847820,38918,7482,13850,4.192,1451,26.288,0,-37,7.717,50580
9068,1767858847916,39035,7527,13850,4.192,1451,26.288,0,-37,7.717,50580
9069,1767858848009,39170,7572,13850,4.192,1451,26.313,0,-37.7,7.717,50580
9070,1767858848118,39330,7632,13850,4.192,1451,26.313,0,-37.7,7.717,50580
9071,1767858848212,39331,7677,13850,4.192,1451,26.313,0,-37.7,7.717,50580
9072,1767858848307,39091,7727,13850,4.192,1451,26.313,0,-37.7,7.717,50580
9073,1767858848418,38751,7777,13850,4.192,1451,26.313,0,-37.7,7.717,50580
9074,1767858848513,38622,7826,13850,4.192,1451,26.313,0,-37.7,7.717,50580
9075,1767858848620,38472,7878,13850,4.192,1451,26.313,0,-37.7,7.717,50580
9076,1767858848716,38636,7926,13850,4.192,1451,26.313,0,-37.7,7.717,50580
9077,1767858848812,38880,7976,13850,4.192,1451,26.313,0,-37.7,7.717,50580
9078,1767858848922,38972,8031,13850,4.192,1451,26.313,0,-37.7,7.717,50580
9079,1767858849016,38900,8077,13850,4.192,1451,26.288,0,-38.3,7.717,50580
9080,1767858849126,38521,8131,13850,4.192,1451,26.288,0,-38.3,7.717,50580
9081,1767858849221,38665,8176,13850,4.192,1451,26.288,0,-38.3,7.717,50580
9082,1767858849315,38604,8226,13850,4.192,1451,26.288,0,-38.3,7.717,50580
9083,1767858849425,38789,8281,13850,4.192,1451,26.288,0,-38.3,7.717,50580
9084,1767858849520,39048,8331,13850,4.192,1451,26.288,0,-38.3,7.717,50580
9085,1767858849629,39316,8381,13850,4.192,1451,26.288,0,-38.3,7.717,50580
9086,1767858849725,39228,8431,13850,4.192,1451,26.288,0,-38.3,7.717,50580
9087,1767858849805,39104,8471,13850,4.192,1451,26.288,0,-38.3,7.717,50580
9088,1767858849910,38851,8526,13850,4.192,1451,26.288,0,-38.3,7.717,50580
9089,1767858850023,38796,8581,13850,4.2,1451,26.301,0,-39,7.717,50580
9090,1767858850119,38708,8625,13850,4.2,1451,26.301,0,-39,7.717,50580
9091,1767858850213,38881,8675,13850,4.2,1451,26.301,0,-39,7.717,50580
9092,1767858850308,38824,8726,13850,4.2,1451,26.301,0,-39,7.717,50580
9093,1767858850420,38949,8780,13850,4.2,1451,26.301,0,-39,7.717,50580
9094,1767858850511,39012,8826,13850,4.2,1451,26.301,0,-39,7.717,50580
9095,1767858850605,39099,8870,13850,4.2,1451,26.301,0,-39,7.717,50580
9096,1767858850719,39116,8930,13850,4.2,1451,26.301,0,-39,7.717,50580
9097,1767858850825,39031,8980,13850,4.2,1451,26.301,0,-39,7.683,50580
9098,1767858850920,38881,9025,13850,4.2,1451,26.301,0,-39,7.683,50580
9099,1767858851014,38709,9075,13850,4.192,1451,26.288,0,-39.7,7.683,50580
9100,1767858851110,38711,9125,13850,4.192,1451,26.288,0,-39.7,7.717,50580
9101,1767858851220,38960,9180,13850,4.192,1451,26.288,0,-39.7,7.717,50580
9102,1767858851315,39192,9225,13850,4.192,1451,26.288,0,-39.7,7.717,50580
9103,1767858851426,39322,9280,13850,4.192,1451,26.288,0,-39.7,7.717,50580
9104,1767858851521,39163,9325,13850,4.192,1451,26.288,0,-39.7,7.683,50580
9105,1767858851631,39009,9380,13850,4.192,1451,26.288,0,-39.7,7.683,50580
9106,1767858851724,39027,9425,13850,4.192,1451,26.288,0,-39.7,7.683,50580
9107,1767858851830,38922,9485,13850,4.192,1451,26.288,0,-39.7,7.717,50580
9108,1767858851925,38852,9529,13850,4.192,1451,26.288,0,-39.7,7.717,50580
9109,1767858852019,38858,9579,13850,4.192,1451,26.288,0,-40.5,7.683,50580
9110,1767858852115,39218,9624,13850,4.192,1451,26.288,0,-40.5,7.683,50580
9111,1767858852226,39525,9680,13850,4.192,1451,26.288,0,-40.5,7.717,50580
9112,1767858852306,39394,9720,13850,4.192,1451,26.288,0,-40.5,7.717,50580
9113,1767858852416,39255,9774,13850,4.192,1451,26.288,0,-40.5,7.717,50580
9114,1767858852511,39045,9824,13850,4.192,1451,26.288,0,-40.5,7.717,50580
9115,1767858852606,38834,9869,13850,4.192,1451,26.288,0,-40.5,7.717,50580
9116,1767858852716,38770,9924,13850,4.192,1451,26.288,0,-40.5,7.717,50580
9117,1767858852812,38892,9974,13850,4.192,1451,26.288,0,-40.5,7.717,50580
9118,1767858852923,38807,10025,13850,4.192,1451,26.288,0,-40.5,7.717,50580
9119,1767858853015,39069,10074,13850,4.2,1451,26.288,0,-41.1,7.717,50580
9120,1767858853125,39029,10129,13850,4.2,1451,26.288,0,-41.1,7.717,50580
9121,1767858853222,39143,10178,13850,4.2,1451,26.288,0,-41.1,7.717,50580
9122,1767858853316,39061,10224,13850,4.2,1451,26.288,0,-41.1,7.717,50580
9123,1767858853424,38973,10279,13850,4.2,1451,26.288,0,-41.1,7.717,50580
9124,1767858853523,39314,10329,13850,4.2,1451,26.288,0,-41.1,7.717,50580
9125,1767858853615,39408,10373,13850,4.2,1451,26.288,0,-41.1,7.683,50580
9126,1767858853724,39260,10429,13850,4.2,1451,26.288,0,-41.1,7.683,50580
9127,1767858853817,39050,10478,13850,4.2,1451,26.288,0,-41.1,7.717,50580
9128,1767858853928,38756,10533,13850,4.2,1451,26.288,0,-41.1,7.717,50580
9129,1767858854004,38680,10568,13850,4.192,1451,26.288,0,-41.8,7.717,50580
9130,1767858854115,38887,10623,13850,4.192,1451,26.288,0,-41.8,7.717,50580
9131,1767858854224,39101,10678,13850,4.192,1451,26.288,0,-41.8,7.717,50580
9132,1767858854319,39164,10728,13850,4.192,1451,26.288,0,-41.8,7.717,50580
9133,1767858854415,39200,10773,13850,4.192,1451,26.288,0,-41.8,7.717,50580
9134,1767858854510,38956,10823,13850,4.192,1451,26.288,0,-41.8,7.717,50580
9135,1767858854606,38907,10868,13850,4.192,1451,26.288,0,-41.8,7.717,50580
9136,1767858854716,39011,10928,13850,4.192,1451,26.288,0,-41.8,7.717,50580
9137,1767858854814,38916,10973,13850,4.192,1451,26.288,0,-41.8,7.717,50580
9138,1767858854923,38844,11028,13850,4.192,1451,26.288,0,-41.8,7.717,50580
9139,1767858855015,38865,11073,13850,4.2,1451,26.288,0,-42.5,7.717,50580
9140,1767858855110,39238,11123,13850,4.2,1451,26.288,0,-42.5,7.717,50580
9141,1767858855218,39464,11177,13850,4.2,1451,26.288,0,-42.5,7.717,50580
9142,1767858855314,39464,11223,13850,4.2,1451,26.288,0,-42.5,7.717,50580
9143,1767858855423,39324,11278,13850,4.2,1451,26.288,0,-42.5,7.717,50580
9144,1767858855519,39211,11328,13850,4.2,1451,26.288,0,-42.5,7.717,50580
9145,1767858855628,38862,11382,13850,4.2,1451,26.288,0,-42.5,7.717,50580
9146,1767858855726,38845,11427,13850,4.2,1451,26.288,0,-42.5,7.717,50580
9147,1767858855818,38948,11477,13850,4.2,1451,26.288,0,-42.5,7.717,50580
9148,1767858855927,39120,11532,13850,4.2,1451,26.288,0,-42.5,7.717,50580
9149,1767858856021,39369,11577,13850,4.192,1451,26.288,0,-43.2,7.717,50580
9150,1767858856118,42076,11622,13850,4.192,1451,26.288,0,-43.2,7.717,50580
9151,1767858856211,45718,11672,13850,4.192,1451,26.288,0,-43.2,7.717,50580
9152,1767858856307,49599,11722,13850,4.192,1451,26.288,0,-43.2,7.717,50580
9153,1767858856419,50607,11777,13850,4.192,1451,26.288,0,-43.2,7.717,50580
9154,1767858856514,50661,11813,13850,4.192,1451,26.288,0,-43.2,7.683,50580
9155,1767858856623,50666,11876,13850,4.192,1451,26.288,0,-43.2,7.683,50580
9156,1767858856718,50645,11927,13850,4.192,1451,26.288,0,-43.2,7.683,50580
9157,1767858856814,50650,11972,13850,4.192,1451,26.288,0,-43.2,7.683,50580
9158,1767858856927,50652,12031,13850,4.192,1451,26.288,0,-43.2,7.683,50580
9159,1767858857020,50701,12077,13850,4.2,1451,26.313,0,-43.9,7.683,50580
9160,1767858857129,50699,12131,13850,4.2,1451,26.313,0,-43.9,7.717,50580
9161,1767858857221,50664,12171,13850,4.2,1451,26.313,0,-43.9,7.717,50580
9162,1767858857319,50685,12222,13850,4.2,1451,26.313,0,-43.9,7.683,50580
9163,1767858857408,50678,12271,13850,4.2,1451,26.313,0,-43.9,7.683,50580
9164,1767858857520,50653,12326,13850,4.2,1451,26.313,0,-43.9,7.683,50580
9165,1767858857633,50674,12376,13850,4.2,1451,26.313,0,-43.9,7.683,50580
9166,1767858857707,50667,12406,13850,4.2,1451,26.313,0,-43.9,7.683,50580
9167,1767858857819,50710,12437,13850,4.2,1451,26.313,0,-43.9,7.683,50580
9168,1767858857912,50681,12456,13850,4.2,1451,26.313,0,-43.9,7.683,50580
9169,1767858858024,50679,12469,13850,3.335,1451,26.276,0,-44.7,7.683,50580
9170,1767858858119,50679,12469,13850,3.335,1451,26.276,0,-44.7,7.683,50580
9171,1767858858213,50702,12469,13850,3.335,1451,26.276,0,-44.7,7.683,50580
9172,1767858858307,50702,12469,13850,3.335,1451,26.276,0,-44.7,7.683,50580
9173,1767858858419,50702,12469,13850,3.335,1451,26.276,0,-44.7,7.717,50580
9174,1767858858512,50702,12469,13850,3.335,1451,26.276,0,-44.7,7.717,50580
9175,1767858858622,50702,12469,13850,3.335,1450,26.276,0,-44.7,7.717,50580
9176,1767858858717,50702,12469,13850,3.335,1450,26.276,0,-44.7,7.717,50580
9177,1767858858811,50702,12469,13850,3.335,1450,26.276,0,-44.7,7.717,50580
9178,1767858858921,50674,12448,13850,3.335,1450,26.276,0,-44.7,7.717,50580
9179,1767858859013,50689,12423,13850,3.335,1450,26.276,0,-44.7,7.717,50580
9180,1767858859122,50662,12382,13850,-0.37,1450,26.276,0,-45.3,7.717,50580
9181,1767858859216,50716,12339,13850,-0.37,1450,26.276,0,-45.3,7.717,50580
9182,1767858859313,50690,12289,13850,-0.37,1450,26.276,0,-45.3,7.717,50580
9183,1767858859426,50663,12235,13850,-0.37,1450,26.276,0,-45.3,7.717,50580
9184,1767858859521,50727,12189,13850,-0.37,1450,26.276,0,-45.3,7.717,50580
9185,1767858859629,50676,12129,13850,-0.37,1450,26.276,0,-45.3,7.717,50580
9186,1767858859723,50633,12085,13850,-0.37,1450,26.276,0,-45.3,7.717,50580
9187,1767858859821,50635,12045,13850,-0.37,1450,26.276,0,-45.3,7.717,50580
9188,1767858859914,50662,11990,13850,-0.37,1450,26.276,0,-45.3,7.717,50580
9189,1767858860008,50680,11945,13850,-0.37,1450,26.276,0,-45.3,7.717,50580
9190,1767858860118,50659,11890,13850,-4.057,1450,26.313,0,-46,7.717,50580
9191,1767858860213,50652,11840,13850,-4.057,1450,26.313,0,-46,7.717,50580
9192,1767858860319,50639,11790,13850,-4.057,1450,26.313,0,-46,7.717,50580
9193,1767858860414,50588,11740,13850,-4.057,1450,26.313,0,-46,7.717,50580
9194,1767858860512,50682,11695,13850,-4.057,1450,26.313,0,-46,7.717,50580
9195,1767858860617,49868,11640,13850,-4.057,1450,26.313,0,-46,7.717,50580
9196,1767858860712,45352,11590,13850,-4.057,1450,26.313,0,-46,7.717,50580
9197,1767858860808,41637,11545,13850,-4.057,1450,26.313,0,-46,7.717,50580
9198,1767858860918,39333,11490,13850,-4.057,1450,26.313,0,-46,7.717,50580
9199,1767858861012,39527,11440,13850,-4.057,1450,26.313,0,-46,7.717,50580
9200,1767858861121,39655,11385,13850,-4.192,1450,26.325,0,-46.7,7.717,50580
9201,1767858861216,39531,11340,13850,-4.192,1450,26.325,0,-46.7,7.717,50580
9202,1767858861310,39331,11295,13850,-4.192,1450,26.325,0,-46.7,7.717,50580
9203,1767858861424,39059,11241,13850,-4.192,1450,26.325,0,-46.7,7.717,50580
9204,1767858861518,38977,11191,13850,-4.192,1450,26.325,0,-46.7,7.717,50580
9205,1767858861627,38724,11136,13850,-4.192,1450,26.325,0,-46.7,7.717,50580
9206,1767858861725,38725,11086,13850,-4.192,1450,26.325,0,-46.7,7.717,50580
9207,1767858861803,38772,11046,13850,-4.192,1450,26.325,0,-46.7,7.717,50580
9208,1767858861915,39011,10991,13850,-4.192,1450,26.325,0,-46.7,7.717,50580
9209,1767858862012,39357,10941,13850,-4.192,1450,26.325,0,-46.7,7.717,50580
9210,1767858862122,39430,10891,13850,-4.2,1450,26.313,0,-47.4,7.717,50580
9211,1767858862216,39238,10841,13850,-4.2,1450,26.313,0,-47.4,7.717,50580
9212,1767858862312,39179,10791,13850,-4.2,1450,26.313,0,-47.4,7.717,50580
9213,1767858862421,38988,10736,13850,-4.2,1450,26.313,0,-47.4,7.717,50580
9214,1767858862515,38844,10691,13850,-4.2,1450,26.313,0,-47.4,7.717,50580
9215,1767858862612,38886,10641,13850,-4.2,1450,26.313,0,-47.4,7.717,50580
9216,1767858862721,38894,10586,13850,-4.2,1450,26.313,0,-47.4,7.717,50580
9217,1767858862815,39023,10542,13850,-4.2,1450,26.313,0,-47.4,7.717,50580
9218,1767858862926,39464,10487,13850,-4.2,1450,26.313,0,-47.4,7.717,50580
9219,1767858863022,39594,10437,13850,-4.2,1450,26.313,0,-47.4,7.717,50580
9220,1767858863102,39437,10397,13850,-4.2,1450,26.276,0,-48.1,7.717,50580
9221,1767858863214,39062,10341,13850,-4.2,1450,26.276,0,-48.1,7.717,50580
9222,1767858863309,38980,10292,13850,-4.2,1450,26.276,0,-48.1,7.717,50580
9223,1767858863420,39163,10237,13850,-4.2,1450,26.276,0,-48.1,7.717,50580
9224,1767858863511,39130,10192,13850,-4.2,1450,26.276,0,-48.1,7.717,50580
9225,1767858863617,38953,10147,13850,-4.2,1450,26.276,0,-48.1,7.717,50580
9226,1767858863710,38958,10097,13850,-4.2,1450,26.276,0,-48.1,7.717,50580
9227,1767858863804,38998,10047,13850,-4.2,1450,26.276,0,-48.1,7.717,50580
9228,1767858863916,39108,9992,13850,-4.2,1450,26.276,0,-48.1,7.717,50580
9229,1767858864009,39346,9942,13850,-4.2,1450,26.276,0,-48.1,7.717,50580
9230,1767858864106,39623,9897,13850,-4.192,1450,26.325,0,-48.8,7.717,50580
9231,1767858864219,39707,9842,13850,-4.192,1450,26.325,0,-48.8,7.717,50580
9232,1767858864311,39722,9792,13850,-4.192,1450,26.325,0,-48.8,7.717,50580
9233,1767858864425,39436,9737,13850,-4.192,1450,26.325,0,-48.8,7.717,50580
9234,1767858864518,39318,9698,13850,-4.192,1450,26.325,0,-48.8,7.717,50580
9235,1767858864613,38728,9642,13850,-4.192,1450,26.325,0,-48.8,7.717,50580
9236,1767858864725,38828,9588,13850,-4.192,1450,26.325,0,-48.8,7.717,50580
9237,1767858864803,38932,9548,13850,-4.192,1450,26.325,0,-48.8,7.717,50580
9238,1767858864913,38926,9493,13850,-4.192,1450,26.325,0,-48.8,7.717,50580
9239,1767858865011,39044,9451,13850,-4.192,1450,26.325,0,-48.8,7.717,50580
9240,1767858865122,39232,9388,13850,-4.192,1450,26.288,0,-49.5,7.717,50580
9241,1767858865216,39012,9343,13850,-4.192,1450,26.288,0,-49.5,7.717,50580
9242,1767858865311,38896,9298,13850,-4.192,1450,26.288,0,-49.5,7.717,50580
9243,1767858865423,38926,9243,13850,-4.192,1450,26.288,0,-49.5,7.717,50580
9244,1767858865518,39081,9193,13850,-4.192,1450,26.288,0,-49.5,7.683,50580
9245,1767858865627,39262,9138,13850,-4.192,1450,26.288,0,-49.5,7.683,50580
9246,1767858865723,39506,9088,13850,-4.192,1450,26.288,0,-49.5,7.683,50580
9247,1767858865819,39580,9046,13850,-4.192,1450,26.288,0,-49.5,7.683,50580
9248,1767858865914,39565,8993,13850,-4.192,1450,26.288,0,-49.5,7.717,50580
9249,1767858866007,39324,8949,13850,-4.192,1450,26.288,0,-49.5,7.717,50580
9250,1767858866104,39110,8898,13850,-4.192,1450,26.288,0,-49.5,7.717,50580
9251,1767858866212,38964,8843,13850,-4.192,1450,26.301,0,-50.2,7.717,50580
9252,1767858866306,38983,8798,13850,-4.192,1450,26.301,0,-50.2,7.717,50580
9253,1767858866414,39148,8744,13850,-4.192,1450,26.301,0,-50.2,7.683,50580
9254,1767858866510,39337,8694,13850,-4.192,1450,26.301,0,-50.2,7.683,50580
9255,1767858866619,39624,8639,13850,-4.192,1450,26.301,0,-50.2,7.683,50580
9256,1767858866714,39811,8594,13850,-4.192,1450,26.301,0,-50.2,7.683,50580
9257,1767858866811,39808,8543,13850,-4.192,1450,26.301,0,-50.2,7.683,50580
9258,1767858866919,39427,8499,13850,-4.192,1450,26.301,0,-50.2,7.717,50580
9259,1767858867013,39238,8444,13850,-4.192,1450,26.301,0,-50.2,7.717,50580
9260,1767858867110,39136,8399,13850,-4.2,1450,26.301,0,-50.2,7.717,50580
9261,1767858867221,39201,8339,13850,-4.2,1450,26.313,0,-51,7.717,50580
9262,1767858867314,39259,8294,13850,-4.2,1450,26.313,0,-51,7.717,50580
9263,1767858867424,39258,8239,13850,-4.2,1450,26.313,0,-51,7.717,50580
9264,1767858867519,39146,8189,13850,-4.2,1450,26.313,0,-51,7.717,50580
9265,1767858867629,39250,8134,13850,-4.2,1450,26.313,0,-51,7.717,50580
9266,1767858867724,39347,8094,13850,-4.2,1450,26.313,0,-51,7.717,50580
9267,1767858867817,39193,8045,13850,-4.2,1450,26.313,0,-51,7.717,50580
9268,1767858867927,39221,7989,13850,-4.2,1450,26.313,0,-51,7.717,50580
9269,1767858868021,39416,7940,13850,-4.2,1450,26.313,0,-51,7.717,50580
9270,1767858868116,39540,7894,13850,-4.192,1450,26.276,0,-51.6,7.717,50580
9271,1767858868213,39494,7844,13850,-4.192,1450,26.276,0,-51.6,7.717,50580
9272,1767858868309,39293,7800,13850,-4.192,1450,26.276,0,-51.6,7.717,50580
9273,1767858868421,39032,7740,13850,-4.192,1450,26.276,0,-51.6,7.717,50580
9274,1767858868516,38847,7700,13850,-4.192,1450,26.276,0,-51.6,7.717,50580
9275,1767858868624,38525,7640,13850,-4.192,1450,26.276,0,-51.6,7.717,50580
9276,1767858868721,38601,7590,13850,-4.192,1450,26.276,0,-51.6,7.717,50580
9277,1767858868828,38921,7540,13850,-4.192,1450,26.276,0,-51.6,7.717,50580
9278,1767858868922,39424,7490,13850,-4.192,1450,26.276,0,-51.6,7.717,50580
9279,1767858869016,39841,7445,13850,-4.192,1450,26.276,0,-51.6,7.717,50580
9280,1767858869125,39798,7395,13850,-4.2,1450,26.288,0,-52.3,7.717,50580
9281,1767858869223,39437,7340,13850,-4.2,1450,26.288,0,-52.3,7.717,50580
9282,1767858869317,39088,7296,13850,-4.2,1450,26.288,0,-52.3,7.683,50580
9283,1767858869427,38523,7240,13850,-4.2,1450,26.288,0,-52.3,7.683,50580
9284,1767858869523,38350,7195,13850,-4.2,1450,26.288,0,-52.3,7.683,50580
9285,1767858869616,38607,7145,13850,-4.2,1450,26.288,0,-52.3,7.683,50580
9286,1767858869712,39041,7095,13850,-4.2,1450,26.288,0,-52.3,7.683,50580
9287,1767858869804,39296,7051,13850,-4.2,1450,26.288,0,-52.3,7.683,50580
9288,1767858869917,39332,6995,13850,-4.2,1450,26.288,0,-52.3,7.683,50580
9289,1767858870009,39081,6946,13850,-4.2,1450,26.288,0,-52.3,7.717,50580
9290,1767858870105,38924,6900,13850,-4.2,1450,26.288,0,-52.3,7.717,50580
9291,1767858870215,38746,6846,13850,-4.2,1450,26.276,0,-53,7.717,50580
9292,1767858870310,38633,6796,13850,-4.2,1450,26.276,0,-53,7.717,50580
9293,1767858870420,38788,6741,13850,-4.2,1450,26.276,0,-53,7.683,50580
9294,1767858870517,38956,6696,13850,-4.2,1450,26.276,0,-53,7.683,50580
9295,1767858870624,39007,6641,13850,-4.2,1450,26.276,0,-53,7.683,50580
9296,1767858870721,38949,6591,13850,-4.2,1450,26.276,0,-53,7.683,50580
9297,1767858870829,38873,6541,13850,-4.2,1450,26.276,0,-53,7.683,50580
9298,1767858870924,38840,6491,13850,-4.2,1450,26.276,0,-53,7.683,50580
9299,1767858871018,38735,6441,13850,-4.2,1450,26.276,0,-53,7.683,50580
9300,1767858871113,38836,6396,13850,-4.2,1450,26.276,0,-53,7.717,50580
9301,1767858871220,39122,6341,13850,-4.192,1450,26.276,0,-53.7,7.717,50580
9302,1767858871317,39580,6297,13850,-4.192,1450,26.276,0,-53.7,7.717,50580
9303,1767858871428,39601,6247,13850,-4.192,1450,26.276,0,-53.7,7.717,50580
9304,1767858871505,39468,6201,13850,-4.192,1450,26.276,0,-53.7,7.717,50580
9305,1767858871615,39128,6152,13850,-4.192,1450,26.276,0,-53.7,7.717,50580
9306,1767858871729,38916,6092,13850,-4.192,1450,26.276,0,-53.7,7.717,50580
9307,1767858871807,38951,6052,13850,-4.192,1450,26.276,0,-53.7,7.717,50580
9308,1767858871918,39000,5996,13850,-4.192,1450,26.276,0,-53.7,7.717,50580
9309,1767858872013,39364,5947,13850,-4.192,1450,26.276,0,-53.7,7.717,50580
9310,1767858872122,39551,5892,13850,-4.192,1450,26.276,0,-53.7,7.717,50580
9311,1767858872216,39410,5847,13850,-4.192,1450,26.264,0,-54.4,7.717,50580
9312,1767858872314,39221,5797,13850,-4.192,1450,26.264,0,-54.4,7.717,50580
9313,1767858872420,39155,5742,13850,-4.192,1450,26.264,0,-54.4,7.717,50580
9314,1767858872517,38993,5697,13850,-4.192,1450,26.264,0,-54.4,7.717,50580
9315,1767858872613,38725,5652,13850,-4.192,1450,26.264,0,-54.4,7.717,50580
9316,1767858872717,38732,5597,13850,-4.192,1450,26.264,0,-54.4,7.717,50580
9317,1767858872811,38827,5552,13850,-4.192,1450,26.264,0,-54.4,7.717,50580
9318,1767858872921,39095,5492,13850,-4.192,1450,26.264,0,-54.4,7.717,50580
9319,1767858873017,39429,5448,13850,-4.192,1450,26.264,0,-54.4,7.717,50580
9320,1767858873127,39399,5393,13850,-4.192,1450,26.264,0,-54.4,7.717,50580
9321,1767858873222,39122,5343,13850,-4.192,1450,26.288,0,-55.1,7.717,50580
9322,1767858873317,39008,5297,13850,-4.192,1450,26.288,0,-55.1,7.717,50580
9323,1767858873425,38938,5243,13850,-4.192,1450,26.288,0,-55.1,7.717,50580
9324,1767858873521,38992,5193,13850,-4.192,1450,26.288,0,-55.1,7.717,50580
9325,1767858873616,39016,5148,13850,-4.192,1450,26.288,0,-55.1,7.717,50580
9326,1767858873709,38931,5103,13850,-4.192,1450,26.288,0,-55.1,7.717,50580
9327,1767858873820,39153,5043,13850,-4.192,1450,26.288,0,-55.1,7.717,50580
