seq,ts,AD,position,posLength,velocity,width,filmVelocity,isRotationCW,angleOfRotation,aRoundTimeOfRotation,sampleAD
5279,1767858469009,50662,974,13850,-4.192,1448,26.252,1,98.8,7.717,50642
5280,1767858469119,50618,924,13850,-4.192,1448,26.252,1,98.8,7.717,50642
5281,1767858469213,50642,874,13850,-4.192,1448,26.252,1,98.8,7.717,50642
5282,1767858469306,50646,829,13850,-4.192,1448,26.252,1,98.8,7.717,50642
5283,1767858469416,50684,774,13850,-4.192,1448,26.252,1,98.8,7.717,50642
5284,1767858469510,50670,729,13850,-4.192,1448,26.252,1,98.8,7.717,50642
5285,1767858469619,50670,669,13850,-4.192,1448,26.252,1,98.8,7.717,50642
5286,1767858469715,50692,624,13850,-4.2,1448,26.252,1,98.8,7.717,50642
5287,1767858469812,50637,575,13850,-4.2,1448,26.252,1,99.5,7.717,50642
5288,1767858469919,50675,521,13850,-4.2,1448,26.252,1,99.5,7.717,50642
5289,1767858470014,50626,485,13850,-4.2,1448,26.252,1,99.5,7.717,50642
5290,1767858470125,50680,450,13850,-4.2,1448,26.252,1,99.5,7.717,50642
5291,1767858470219,50663,428,13850,-4.2,1448,26.252,1,99.5,7.717,50642
5292,1767858470311,50663,414,13850,-4.2,1448,26.252,1,99.5,7.717,50642
5293,1767858470421,50663,411,13850,-4.2,1448,26.252,1,99.5,7.717,50642
5294,1767858470519,50663,411,13850,-4.2,1448,26.252,1,99.5,7.717,50642
5295,1767858470629,50663,411,13850,-4.2,1448,26.252,1,99.5,7.717,50642
5296,1767858470722,50663,411,13850,-4.2,1448,26.276,1,100.2,7.717,50642
5297,1767858470819,50663,411,13850,-4.2,1450,26.276,1,100.2,7.717,50642
5298,1767858470911,50663,411,13850,-4.2,1450,26.276,1,100.2,7.717,50642
5299,1767858471023,50663,403,13850,-4.2,1450,26.276,1,100.2,7.7,50642
5300,1767858471118,50663,390,13850,-4.2,1450,26.276,1,100.2,7.717,50642
5301,1767858471213,50663,370,13850,-4.2,1450,26.276,1,100.2,7.717,50642
5302,1767858471308,50605,347,13850,-4.2,1450,26.276,1,100.2,7.717,50642
5303,1767858471419,50605,314,13850,-4.2,1450,26.276,1,100.2,7.717,50642
5304,1767858471511,50605,285,13850,-4.2,1450,26.276,1,100.2,7.7,50642
5305,1767858471607,50605,244,13850,-4.2,1450,26.276,1,100.2,7.7,50642
5306,1767858471720,50605,203,13850,-4.2,1450,26.276,1,100.2,7.7,50642
5307,1767858471828,50605,161,13850,-1.772,1450,26.276,1,101,7.7,50642
5308,1767858471921,50605,124,13850,-1.772,1450,26.276,1,101,7.7,50642
5309,1767858472017,50605,90,13850,-1.772,1450,26.276,1,101,7.7,50642
5310,1767858472126,50605,49,13850,-1.772,1450,26.276,1,101,7.7,50642
5311,1767858472219,50605,12,13850,-1.772,1450,26.276,1,101,7.7,50642
5312,1767858472317,50605,-22,13850,-1.772,1450,26.276,1,101,7.7,50642
5313,1767858472422,50587,-61,13850,-1.772,1450,26.276,1,101,7.7,50642
5314,1767858472517,50587,-89,13850,-1.772,1450,26.276,1,101,7.717,50642
5315,1767858472613,50587,-115,13850,-1.772,1450,26.276,1,101,7.717,50642
5316,1767858472723,50587,-137,13850,-1.772,1450,26.276,1,101,7.717,50642
5317,1767858472820,50587,-157,13850,-2.848,1450,26.301,1,101.7,7.717,50642
5318,1767858472917,50587,-168,13850,-2.848,1450,26.301,1,101.7,7.717,50642
5319,1767858473010,50587,-174,13850,-2.848,1450,26.301,1,101.7,7.7,50642
5320,1767858473120,50587,-164,13850,-2.848,1450,26.301,1,101.7,7.7,50642
5321,1767858473217,50587,-155,13850,-2.848,1450,26.301,1,101.7,7.7,50642
5322,1767858473312,50587,-145,13850,-2.848,1450,26.301,1,101.7,7.7,50642
5323,1767858473422,50558,-131,13850,-2.848,1450,26.301,1,101.7,7.717,50642
5324,1767858473519,50558,-116,13850,-2.848,1450,26.301,1,101.7,7.717,50642
5325,1767858473629,50558,-99,13850,-2.848,1450,26.301,1,101.7,7.717,50642
5326,1767858473723,50558,-87,13850,-2.848,1450,26.301,1,101.7,7.717,50642
5327,1767858473818,50558,-72,13850,0.462,1450,26.264,1,102.3,7.717,50642
5328,1767858473929,50558,-54,13850,0.462,1450,26.264,1,102.3,7.717,50642
5329,1767858474006,50558,-44,13850,0.462,1450,26.264,1,102.3,7.717,50642
5330,1767858474102,50558,-29,13850,0.462,1450,26.264,1,102.3,7.717,50642
5331,1767858474213,50558,-12,13850,0.462,1450,26.264,1,102.3,7.717,50642
5332,1767858474307,50558,0,13850,0.462,1450,26.264,1,102.3,7.717,50642
5333,1767858474418,50558,0,13850,0.462,1450,26.264,1,102.3,7.717,50642
5334,1767858474514,50535,0,13850,0.462,1450,26.264,1,102.3,7.717,50642
5335,1767858474610,50535,0,13850,0.462,1450,26.264,1,102.3,7.717,50642
5336,1767858474721,50535,0,13850,0.462,1450,26.264,1,102.3,7.717,50642
5337,1767858474817,50535,0,13850,0.462,1450,26.288,1,103,7.717,50642
5338,1767858474928,50535,0,13850,0.462,1450,26.288,1,103,7.717,50642
5339,1767858475006,50535,7,13850,0.462,1450,26.288,1,103,7.717,50642
5340,1767858475115,50588,30,13850,0.462,1450,26.288,1,103,7.717,50642
5341,1767858475226,50582,74,13850,0.462,1450,26.288,1,103,7.717,50642
5342,1767858475306,50553,104,13850,0.462,1450,26.288,1,103,7.717,50642
5343,1767858475417,50591,164,13850,0.462,1450,26.288,1,103,7.717,50642
5344,1767858475511,50629,209,13850,0.462,1450,26.288,1,103,7.717,50642
5345,1767858475620,50597,264,13850,0.462,1450,26.288,1,103,7.717,50642
5346,1767858475715,50539,309,13850,0.462,1450,26.288,1,103,7.717,50642
5347,1767858475810,50481,359,13850,1.73,1450,26.276,1,103.7,7.717,50642
5348,1767858475919,50553,414,13850,1.73,1450,26.276,1,103.7,7.717,50642
5349,1767858476015,50558,459,13850,1.73,1450,26.276,1,103.7,7.717,50642
5350,1767858476111,50547,509,13850,1.73,1450,26.276,1,103.7,7.717,50642
5351,1767858476221,50578,564,13850,1.73,1450,26.276,1,103.7,7.717,50642
5352,1767858476313,50591,609,13850,1.73,1450,26.276,1,103.7,7.717,50642
5353,1767858476425,50586,664,13850,1.73,1450,26.276,1,103.7,7.717,50642
5354,1767858476520,50568,714,13850,1.73,1450,26.276,1,103.7,7.717,50642
5355,1767858476629,50588,768,13850,1.73,1450,26.276,1,103.7,7.717,50642
5356,1767858476725,50580,818,13850,1.73,1450,26.276,1,103.7,7.717,50642
5357,1767858476805,50579,854,13850,4.192,1450,26.276,1,104.5,7.717,50642
5358,1767858476915,50572,909,13850,4.192,1450,26.276,1,104.5,7.717,50642
5359,1767858477010,50593,959,13850,4.192,1450,26.276,1,104.5,7.717,50642
5360,1767858477119,50598,1013,13850,4.192,1450,26.276,1,104.5,7.717,50642
5361,1767858477214,50626,1058,13850,4.192,1450,26.276,1,104.5,7.717,50642
5362,1767858477310,50623,1108,13850,4.192,1450,26.276,1,104.5,7.717,50642
5363,1767858477420,50612,1163,13850,4.192,1450,26.276,1,104.5,7.717,50642
5364,1767858477515,50611,1208,13850,4.192,1450,26.276,1,104.5,7.717,50642
5365,1767858477610,48988,1258,13850,4.192,1450,26.276,1,104.5,7.717,50642
5366,1767858477720,44168,1313,13850,4.192,1450,26.276,1,104.5,7.717,50642
5367,1767858477815,40028,1363,13850,4.2,1450,26.264,1,105.1,7.717,50642
5368,1767858477925,39326,1418,13850,4.2,1450,26.264,1,105.1,7.717,50642
5369,1767858478020,39294,1458,13850,4.2,1450,26.264,1,105.1,7.717,50642
5370,1767858478130,39166,1517,13850,4.2,1450,26.264,1,105.1,7.717,50642
5371,1767858478225,39020,1568,13850,4.2,1450,26.264,1,105.1,7.717,50642
5372,1767858478304,38794,1603,13850,4.2,1450,26.264,1,105.1,7.717,50642
5373,1767858478415,38738,1662,13850,4.2,1450,26.264,1,105.1,7.717,50642
5374,1767858478511,38663,1708,13850,4.2,1450,26.264,1,105.1,7.717,50642
5375,1767858478606,38741,1752,13850,4.2,1450,26.264,1,105.1,7.717,50642
5376,1767858478715,38976,1807,13850,4.2,1450,26.264,1,105.1,7.717,50642
5377,1767858478810,39061,1857,13850,4.192,1450,26.264,1,105.1,7.717,50642
5378,1767858478921,38916,1912,13850,4.192,1450,26.276,1,105.8,7.717,50642
5379,1767858479015,38944,1957,13850,4.192,1450,26.276,1,105.8,7.717,50642
5380,1767858479111,39021,2007,13850,4.192,1450,26.276,1,105.8,7.717,50642
5381,1767858479220,38978,2062,13850,4.192,1450,26.276,1,105.8,7.717,50642
5382,1767858479315,38907,2112,13850,4.192,1450,26.276,1,105.8,7.7,50642
5383,1767858479426,39137,2165,13850,4.192,1450,26.276,1,105.8,7.7,50642
5384,1767858479521,39023,2212,13850,4.192,1450,26.276,1,105.8,7.7,50642
5385,1767858479631,38764,2267,13850,4.192,1450,26.276,1,105.8,7.7,50642
5386,1767858479710,38543,2307,13850,4.192,1450,26.276,1,105.8,7.7,50642
5387,1767858479804,38898,2351,13850,4.192,1450,26.276,1,105.8,7.717,50642
5388,1767858479914,38610,2407,13850,4.192,1450,26.276,1,106.5,7.717,50642
5389,1767858480009,38831,2457,13850,4.192,1450,26.276,1,106.5,7.717,50642
5390,1767858480104,39077,2502,13850,4.192,1450,26.276,1,106.5,7.717,50642
5391,1767858480210,39256,2556,13850,4.192,1450,26.276,1,106.5,7.717,50642
5392,1767858480306,39158,2606,13850,4.192,1450,26.276,1,106.5,7.717,50642
5393,1767858480418,38857,2661,13850,4.192,1450,26.276,1,106.5,7.717,50642
5394,1767858480513,38572,2706,13850,4.192,1450,26.276,1,106.5,7.7,50642
5395,1767858480622,38299,2756,13850,4.192,1450,26.276,1,106.5,7.7,50642
5396,1767858480716,38165,2811,13850,4.192,1450,26.276,1,106.5,7.7,50642
5397,1767858480809,38468,2856,13850,4.192,1450,26.276,1,106.5,7.7,50642
5398,1767858480918,39152,2911,13850,4.2,1450,26.252,1,107.3,7.7,50642
5399,1767858481015,39512,2956,13850,4.2,1450,26.252,1,107.3,7.717,50642
5400,1767858481124,39591,3011,13850,4.2,1450,26.252,1,107.3,7.717,50642
5401,1767858481217,39366,3061,13850,4.2,1450,26.252,1,107.3,7.717,50642
5402,1767858481314,39183,3106,13850,4.2,1450,26.252,1,107.3,7.717,50642
5403,1767858481424,38841,3161,13850,4.2,1450,26.252,1,107.3,7.717,50642
5404,1767858481517,38559,3206,13850,4.2,1450,26.252,1,107.3,7.717,50642
5405,1767858481627,38366,3265,13850,4.2,1450,26.252,1,107.3,7.717,50642
5406,1767858481722,38511,3311,13850,4.2,1450,26.252,1,107.3,7.717,50642
5407,1767858481816,38811,3361,13850,4.2,1450,26.252,1,107.3,7.717,50642
5408,1767858481929,39028,3406,13850,4.192,1450,26.301,1,108,7.7,50642
5409,1767858482007,39335,3456,13850,4.192,1450,26.301,1,108,7.7,50642
5410,1767858482103,39507,3500,13850,4.192,1450,26.301,1,108,7.7,50642
5411,1767858482215,39319,3555,13850,4.192,1450,26.301,1,108,7.717,50642
5412,1767858482308,38977,3598,13850,4.192,1450,26.301,1,108,7.717,50642
5413,1767858482416,38410,3660,13850,4.192,1450,26.301,1,108,7.717,50642
5414,1767858482513,38418,3700,13850,4.192,1450,26.301,1,108,7.717,50642
5415,1767858482623,38966,3760,13850,4.192,1450,26.301,1,108,7.717,50642
5416,1767858482716,39165,3810,13850,4.192,1450,26.301,1,108,7.717,50642
5417,1767858482813,39170,3850,13850,4.192,1450,26.301,1,108,7.7,50642
5418,1767858482920,39252,3910,13850,4.2,1450,26.288,1,108.6,7.7,50642
5419,1767858483014,39037,3957,13850,4.2,1450,26.288,1,108.6,7.7,50642
5420,1767858483110,38919,4005,13850,4.2,1450,26.288,1,108.6,7.7,50642
5421,1767858483220,38897,4060,13850,4.2,1450,26.288,1,108.6,7.7,50642
5422,1767858483314,38809,4110,13850,4.2,1450,26.288,1,108.6,7.7,50642
5423,1767858483424,39048,4164,13850,4.2,1450,26.288,1,108.6,7.7,50642
5424,1767858483519,39130,4210,13850,4.2,1450,26.288,1,108.6,7.7,50642
5425,1767858483627,39054,4264,13850,4.2,1450,26.288,1,108.6,7.7,50642
5426,1767858483721,38775,4309,13850,4.2,1450,26.288,1,108.6,7.7,50642
5427,1767858483816,38642,4355,13850,4.2,1450,26.288,1,108.6,7.717,50642
5428,1767858483924,38888,4414,13850,4.2,1450,26.264,1,109.3,7.717,50642
5429,1767858484020,38902,4459,13850,4.2,1450,26.264,1,109.3,7.717,50642
5430,1767858484116,39124,4499,13850,4.2,1450,26.264,1,109.3,7.717,50642
5431,1767858484209,39250,4554,13850,4.2,1450,26.264,1,109.3,7.717,50642
5432,1767858484303,39066,4599,13850,4.2,1450,26.264,1,109.3,7.717,50642
5433,1767858484414,38593,4659,13850,4.2,1450,26.264,1,109.3,7.717,50642
5434,1767858484509,38169,4704,13850,4.2,1450,26.264,1,109.3,7.717,50642
5435,1767858484619,38128,4759,13850,4.2,1450,26.264,1,109.3,7.717,50642
5436,1767858484714,38431,4804,13850,4.2,1450,26.264,1,109.3,7.717,50642
5437,1767858484809,38662,4849,13850,4.2,1450,26.264,1,109.3,7.717,50642
5438,1767858484920,39299,4909,13850,4.192,1450,26.252,1,110,7.717,50642
5439,1767858485014,39642,4953,13850,4.192,1450,26.252,1,110,7.717,50642
5440,1767858485110,39533,4999,13850,4.192,1450,26.252,1,110,7.717,50642
5441,1767858485219,39286,5058,13850,4.192,1450,26.252,1,110,7.717,50642
5442,1767858485314,38963,5104,13850,4.192,1450,26.252,1,110,7.717,50642
5443,1767858485424,38725,5158,13850,4.192,1450,26.252,1,110,7.717,50642
5444,1767858485520,38687,5208,13850,4.192,1450,26.252,1,110,7.717,50642
5445,1767858485617,38979,5258,13850,4.192,1450,26.252,1,110,7.717,50642
5446,1767858485710,39189,5303,13850,4.192,1450,26.252,1,110,7.717,50642
5447,1767858485804,39394,5353,13850,4.192,1450,26.252,1,110,7.717,50642
5448,1767858485917,39552,5408,13850,4.192,1450,26.264,1,110.8,7.7,50642
5449,1767858486012,39542,5453,13850,4.192,1450,26.264,1,110.8,7.7,50642
5450,1767858486122,38952,5508,13850,4.192,1450,26.264,1,110.8,7.717,50642
5451,1767858486215,38610,5553,13850,4.192,1450,26.264,1,110.8,7.717,50642
5452,1767858486309,38614,5603,13850,4.192,1450,26.264,1,110.8,7.717,50642
5453,1767858486420,38681,5658,13850,4.192,1450,26.264,1,110.8,7.717,50642
5454,1767858486514,38861,5708,13850,4.192,1450,26.264,1,110.8,7.717,50642
5455,1767858486611,39208,5748,13850,4.192,1450,26.264,1,110.8,7.717,50642
5456,1767858486721,39278,5807,13850,4.192,1450,26.264,1,110.8,7.717,50642
5457,1767858486818,39148,5857,13850,4.192,1450,26.264,1,110.8,7.7,50642
5458,1767858486926,39180,5912,13850,4.2,1450,26.264,1,111.4,7.7,50642
5459,1767858487020,39207,5958,13850,4.2,1450,26.264,1,111.4,7.7,50642
5460,1767858487129,39393,6012,13850,4.2,1450,26.264,1,111.4,7.7,50642
5461,1767858487223,39511,6057,13850,4.2,1450,26.264,1,111.4,7.7,50642
5462,1767858487316,39251,6106,13850,4.2,1450,26.264,1,111.4,7.7,50642
5463,1767858487426,38901,6162,13850,4.2,1450,26.264,1,111.4,7.7,50642
5464,1767858487520,38664,6202,13850,4.2,1450,26.264,1,111.4,7.7,50642
5465,1767858487628,38697,6257,13850,4.2,1450,26.264,1,111.4,7.7,50642
5466,1767858487722,39052,6307,13850,4.2,1450,26.264,1,111.4,7.7,50642
5467,1767858487817,39482,6352,13850,4.2,1450,26.264,1,111.4,7.7,50642
5468,1767858487927,39980,6412,13850,4.192,1450,26.264,1,112.1,7.7,50642
5469,1767858488023,40081,6457,13850,4.192,1450,26.264,1,112.1,7.7,50642
5470,1767858488115,40117,6507,13850,4.192,1450,26.264,1,112.1,7.7,50642
5471,1767858488209,39792,6552,13850,4.192,1450,26.264,1,112.1,7.717,50642
5472,1767858488304,39437,6602,13850,4.192,1450,26.264,1,112.1,7.717,50642
5473,1767858488415,38960,6657,13850,4.192,1450,26.264,1,112.1,7.717,50642
5474,1767858488511,38834,6701,13850,4.192,1450,26.264,1,112.1,7.717,50642
5475,1767858488621,39221,6757,13850,4.192,1450,26.264,1,112.1,7.717,50642
5476,1767858488714,39603,6807,13850,4.192,1450,26.264,1,112.1,7.717,50642
5477,1767858488809,39823,6851,13850,4.192,1450,26.264,1,112.1,7.717,50642
5478,1767858488918,39659,6906,13850,4.192,1450,26.264,1,112.1,7.717,50642
5479,1767858489014,39647,6956,13850,4.192,1450,26.264,1,112.8,7.717,50642
5480,1767858489111,39435,7001,13850,4.192,1450,26.264,1,112.8,7.717,50642
5481,1767858489224,39037,7056,13850,4.192,1450,26.264,1,112.8,7.717,50642
5482,1767858489316,38765,7101,13850,4.192,1450,26.264,1,112.8,7.717,50642
5483,1767858489429,38574,7156,13850,4.192,1450,26.264,1,112.8,7.717,50642
5484,1767858489506,38736,7201,13850,4.192,1450,26.264,1,112.8,7.717,50642
5485,1767858489601,38860,7245,13850,4.192,1450,26.264,1,112.8,7.717,50642
5486,1767858489710,39018,7296,13850,4.192,1450,26.264,1,112.8,7.717,50642
5487,1767858489804,39355,7351,13850,4.192,1450,26.264,1,112.8,7.717,50642
5488,1767858489915,39527,7406,13850,4.192,1450,26.264,1,112.8,7.717,50642
5489,1767858490010,39280,7450,13850,4.2,1450,26.264,1,113.5,7.717,50642
5490,1767858490117,38943,7506,13850,4.2,1450,26.264,1,113.5,7.717,50642
5491,1767858490212,38457,7550,13850,4.2,1450,26.264,1,113.5,7.717,50642
5492,1767858490307,38305,7601,13850,4.2,1450,26.264,1,113.5,7.717,50642
5493,1767858490417,38777,7655,13850,4.2,1450,26.264,1,113.5,7.717,50642
5494,1767858490510,39166,7701,13850,4.2,1450,26.264,1,113.5,7.717,50642
5495,1767858490619,39397,7755,13850,4.2,1450,26.264,1,113.5,7.717,50642
5496,1767858490713,39554,7800,13850,4.2,1450,26.264,1,113.5,7.717,50642
5497,1767858490808,39603,7850,13850,4.2,1450,26.264,1,113.5,7.717,50642
5498,1767858490920,39448,7905,13850,4.2,1450,26.264,1,113.5,7.717,50642
5499,1767858491015,39235,7950,13850,4.192,1450,26.264,1,114.2,7.717,50642
5500,1767858491122,39027,8005,13850,4.192,1450,26.264,1,114.2,7.717,50642
5501,1767858491218,39007,8055,13850,4.192,1450,26.264,1,114.2,7.717,50642
5502,1767858491312,38985,8100,13850,4.192,1450,26.264,1,114.2,7.717,50642
5503,1767858491422,39272,8155,13850,4.192,1450,26.264,1,114.2,7.717,50642
5504,1767858491517,39425,8205,13850,4.192,1450,26.264,1,114.2,7.717,50642
5505,1767858491627,39392,8255,13850,4.192,1450,26.264,1,114.2,7.717,50642
5506,1767858491720,39211,8302,13850,4.192,1450,26.264,1,114.2,7.717,50642
5507,1767858491816,39036,8350,13850,4.192,1450,26.264,1,114.2,7.717,50642
5508,1767858491925,38976,8410,13850,4.192,1450,26.264,1,114.2,7.717,50642
5509,1767858492020,38852,8454,13850,4.2,1450,26.276,1,114.9,7.717,50642
5510,1767858492129,38752,8509,13850,4.2,1450,26.276,1,114.9,7.717,50642
5511,1767858492224,38924,8555,13850,4.2,1450,26.276,1,114.9,7.717,50642
5512,1767858492321,39029,8604,13850,4.2,1450,26.276,1,114.9,7.717,50642
5513,1767858492416,39278,8654,13850,4.2,1450,26.276,1,114.9,7.717,50642
5514,1767858492511,39363,8699,13850,4.2,1450,26.276,1,114.9,7.717,50642
5515,1767858492620,39492,8754,13850,4.2,1450,26.276,1,114.9,7.717,50642
5516,1767858492715,39359,8804,13850,4.2,1450,26.276,1,114.9,7.717,50642
5517,1767858492810,39000,8849,13850,4.2,1450,26.276,1,114.9,7.717,50642
5518,1767858492921,38721,8904,13850,4.2,1450,26.276,1,114.9,7.717,50642
5519,1767858493016,38718,8954,13850,4.192,1450,26.24,1,115.6,7.717,50642
5520,1767858493126,38904,9009,13850,4.192,1450,26.24,1,115.6,7.717,50642
5521,1767858493221,39208,9053,13850,4.192,1450,26.24,1,115.6,7.717,50642
